X,Y,Distance_from_Origin,Class,Slope,Curvature,Angle_with_X_Axis
-61.23456790123456,0.9071428571428571,61.24128684322506,exponential_graph.png,0.0,0.0,0.0
-61.23456790123456,0.9,61.24118145538104,exponential_graph.png,-inf,0.0,-90.0
-61.11111111111111,0.7,61.115120070524014,exponential_graph.png,-1.6200000000000168,inf,-58.31363231214367
-61.11111111111111,0.7071428571428571,61.11520230069582,exponential_graph.png,inf,inf,90.0
-61.11111111111111,0.7428571428571429,61.11562597216248,exponential_graph.png,inf,0.0,90.0
-61.11111111111111,0.75,61.11571321055304,exponential_graph.png,inf,0.0,90.0
-60.98765432098765,0.75,60.99226573571672,exponential_graph.png,0.0,-inf,0.0
-60.98765432098765,0.7071428571428571,60.991753791776574,exponential_graph.png,-inf,-inf,-90.0
-60.98765432098765,0.7428571428571429,60.99217832075665,exponential_graph.png,inf,inf,90.0
-60.98765432098765,0.7142857142857143,60.99183702478486,exponential_graph.png,-inf,-inf,-90.0
-60.864197530864196,0.7857142857142857,60.86926883095303,exponential_graph.png,0.5785714285714341,inf,30.052447711190062
-60.864197530864196,0.9428571428571428,60.87150006914477,exponential_graph.png,inf,inf,90.0
-60.864197530864196,0.95,60.87161112600894,exponential_graph.png,inf,0.0,90.0
-60.864197530864196,0.8142857142857143,60.869644341827275,exponential_graph.png,-inf,-inf,-90.0
-60.864197530864196,0.9642857142857143,60.87183575361294,exponential_graph.png,inf,inf,90.0
-60.864197530864196,0.9357142857142857,60.871389850245286,exponential_graph.png,-inf,-inf,-90.0
-60.864197530864196,0.8071428571428572,60.86954920703695,exponential_graph.png,-inf,0.0,-90.0
-60.864197530864196,0.7928571428571429,60.86936145159595,exponential_graph.png,-inf,0.0,-90.0
-60.864197530864196,0.9,60.870851325376215,exponential_graph.png,inf,inf,90.0
-60.864197530864196,0.8857142857142857,60.87064178133802,exponential_graph.png,-inf,-inf,-90.0
-60.864197530864196,0.7071428571428571,60.86830531644908,exponential_graph.png,-inf,0.0,-90.0
-60.864197530864196,0.85,60.87013258631901,exponential_graph.png,inf,inf,90.0
