X,Y,Distance_from_Origin,Class,Slope,Curvature,Angle_with_X_Axis
-12.92,1.1857585139318885,12.97429856498462,cubic_graph.png,0.0,0.0,0.0
-12.92,1.1795665634674923,12.973734130066429,cubic_graph.png,-inf,0.0,-90.0
-12.88,1.0123839009287925,12.919726048289872,cubic_graph.png,-4.179566563467585,inf,-76.54440329882577
-12.88,1.0061919504643964,12.919242324578457,cubic_graph.png,-inf,-inf,-90.0
-12.88,1.043343653250774,12.922188900444796,cubic_graph.png,inf,inf,90.0
-12.88,1.0495356037151702,12.922690315234897,cubic_graph.png,inf,0.0,90.0
-12.84,1.0495356037151702,12.882822865485101,cubic_graph.png,0.0,-inf,0.0
-12.84,1.043343653250774,12.882319898945944,cubic_graph.png,-inf,-inf,-90.0
-12.84,1.0123839009287925,12.879849423143883,cubic_graph.png,-inf,0.0,-90.0
-12.84,1.0185758513931888,12.88033760291404,cubic_graph.png,inf,inf,90.0
-12.8,1.1609907120743035,12.85254447311982,cubic_graph.png,3.5603715170279417,-inf,74.31156366895581
-12.8,1.0123839009287925,12.839973565504714,cubic_graph.png,-inf,-inf,-90.0
-12.8,1.1671826625386996,12.853105281126851,cubic_graph.png,inf,inf,90.0
-12.8,1.105263157894737,12.847630390394933,cubic_graph.png,-inf,-inf,-90.0
-12.8,1.0185758513931888,12.840463261309594,cubic_graph.png,-inf,0.0,-90.0
-12.8,1.0990712074303406,12.847099186937198,cubic_graph.png,inf,inf,90.0
-12.8,1.1795665634674923,12.85423577182442,cubic_graph.png,inf,0.0,90.0
-12.8,1.21671826625387,12.857698213110924,cubic_graph.png,inf,0.0,90.0
-12.8,1.1857585139318885,12.85480545373449,cubic_graph.png,-inf,-inf,-90.0
-12.8,1.2229102167182662,12.858285632157731,cubic_graph.png,inf,inf,90.0
-12.8,1.2352941176470589,12.859469334194683,cubic_graph.png,inf,0.0,90.0
-12.8,1.2105263157894737,12.857113749252546,cubic_graph.png,-inf,-inf,-90.0
-12.8,1.086687306501548,12.846045667913204,cubic_graph.png,-inf,0.0,-90.0
-12.8,1.0804953560371517,12.845523353075883,cubic_graph.png,-inf,0.0,-90.0
-12.8,1.130030959752322,12.849784821933742,cubic_graph.png,inf,inf,90.0
-12.8,1.1362229102167183,12.85033083238332,cubic_graph.png,inf,0.0,90.0
-12.76,1.1857585139318885,12.814976521763978,cubic_graph.png,1.238390092879226,-inf,51.07912529846631
-12.76,1.2352941176470589,12.81965489227746,cubic_graph.png,inf,inf,90.0
-12.76,1.0247678018575852,12.801083901284455,cubic_graph.png,-inf,-inf,-90.0
-12.76,1.111455108359133,12.808314973402927,cubic_graph.png,inf,inf,90.0
-12.76,1.0804953560371517,12.805665551404108,cubic_graph.png,-inf,-inf,-90.0
-12.76,1.105263157894737,12.807779145823815,cubic_graph.png,inf,inf,90.0
-12.76,1.1362229102167183,12.810487988429688,cubic_graph.png,inf,0.0,90.0
-12.76,1.2043343653250773,12.816708675143667,cubic_graph.png,inf,0.0,90.0
-12.76,1.2291021671826625,12.819059721265562,cubic_graph.png,inf,0.0,90.0
-12.76,1.2105263157894737,12.817291990167769,cubic_graph.png,-inf,-inf,-90.0
-12.76,1.0309597523219813,12.801581074652765,cubic_graph.png,-inf,0.0,-90.0
-12.72,1.105263157894737,12.767928831576382,cubic_graph.png,1.8575851393189298,inf,61.70493907340623
-12.72,1.1362229102167183,12.770646127025106,cubic_graph.png,inf,inf,90.0
-12.72,1.1486068111455108,12.771753897042093,cubic_graph.png,inf,0.0,90.0
-12.72,1.1547987616099071,12.77231224875965,cubic_graph.png,inf,0.0,90.0
-12.72,1.2105263157894737,12.777471344566532,cubic_graph.png,inf,0.0,90.0
-12.72,1.0247678018575852,12.761212679354735,cubic_graph.png,-inf,-inf,-90.0
-12.72,1.0309597523219813,12.761711406034374,cubic_graph.png,inf,inf,90.0
-12.68,1.21671826625387,12.738241767977078,cubic_graph.png,4.64396284829711,-inf,77.84786631376863
-12.68,1.2229102167182662,12.738834695456013,cubic_graph.png,inf,inf,90.0
